W8,NightmareWGovt_1,NightmareWGovt_2,NightmareWGovt_3,NightmareWGovt_5,NightmareWGovt_6,NightmareWGovt_7,NightmareWGovt_8,NightmareWGovt_9,NightmareWGovt_10,StopReform
1.16699857,No,Yes,Yes,Yes,,Yes,No,No,No,
.766335271,No,No,No,Yes,No,No,No,No,No,
.456138964,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.844620014,Yes,No,,,Yes,Yes,No,No,No,Plaid Cymru
.49062277,Yes,,No,No,Yes,,No,No,No,Plaid Cymru
1.237072134,No,No,No,No,No,No,No,No,Yes,
.635612055,,Yes,No,,Yes,,No,No,No,Conservatives
1.175228011,No,No,No,No,No,No,No,No,Yes,
1.436156585,No,,No,No,Yes,No,No,No,No,Labour
.961111717,,Yes,No,No,Yes,Yes,No,No,No,Conservatives
1.335517454,,,,,Yes,,No,No,No,Don't know
.685874617,Yes,Yes,No,,Yes,No,No,No,No,Plaid Cymru
1.156734091,Yes,Yes,No,,Yes,,Yes,No,No,Plaid Cymru
3.396693414,Yes,Yes,No,,Yes,,No,No,No,Plaid Cymru
.62970151,No,Yes,No,No,No,No,No,No,No,
2.254549885,No,No,No,No,No,No,No,Yes,No,
.586968202,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.653214063,No,Yes,No,No,,No,No,No,No,
.619813014,No,No,No,,Yes,No,No,No,No,Plaid Cymru
.822986917,Yes,,Yes,,Yes,Yes,No,No,No,Labour
.656628403,No,,No,,Yes,No,No,No,No,Plaid Cymru
1.150461069,No,Yes,No,,,,No,No,No,
.483598644,No,Yes,Yes,Yes,,Yes,No,No,No,
.863930987,,Yes,No,No,,No,No,No,No,
2.974635776,Yes,Yes,,,Yes,,No,No,No,Plaid Cymru
.80975221,Yes,No,,No,Yes,No,No,No,No,Don't know
.740115466,Yes,,,,Yes,,No,No,No,Plaid Cymru
.458944722,Yes,,No,,Yes,,No,No,No,Plaid Cymru
.334815738,No,Yes,No,No,,No,No,No,No,
.7744859710000001,No,,No,Yes,Yes,No,No,No,No,Labour
.953753972,No,Yes,Yes,Yes,,Yes,No,No,No,
1.448148816,,Yes,No,Yes,No,No,No,No,No,
.782800429,,Yes,No,Yes,,No,No,No,No,
.9714855140000001,No,No,No,No,No,No,No,No,Yes,
.6075906089999999,Yes,,,,Yes,No,No,No,No,Plaid Cymru
.464726498,,Yes,Yes,Yes,,Yes,No,No,No,
1.220448732,No,No,No,Yes,,No,No,No,No,
.428549895,Yes,Yes,No,,Yes,,No,No,No,Plaid Cymru
.962847303,Yes,,Yes,No,No,Yes,Yes,No,No,
.497268174,No,No,,No,No,No,No,No,Yes,
2.50071488,No,No,No,No,No,No,No,No,Yes,
2.973094197,No,No,No,No,No,,No,Yes,No,
1.284091598,No,,No,No,Yes,No,No,No,No,Labour
1.079596646,No,No,No,,Yes,No,No,No,No,Labour
1.086442249,No,Yes,No,No,,No,No,No,No,
2.539947099,Yes,Yes,No,No,,No,No,No,No,
.78703121,No,No,No,No,No,No,No,No,Yes,
.627802516,No,No,No,No,No,No,No,No,Yes,
.632080022,No,Yes,Yes,Yes,,Yes,No,No,No,
.828786723,No,Yes,No,No,,No,No,No,No,
.791152709,No,Yes,Yes,Yes,,Yes,No,No,No,
.306177433,No,No,No,,Yes,No,No,No,No,Plaid Cymru
.631923661,Yes,Yes,,,Yes,No,No,No,No,None of these
1.240454638,Yes,,,,Yes,,No,No,No,Conservatives
.8221553579999999,,Yes,No,Yes,No,No,No,No,No,
.458029227,Yes,Yes,No,No,No,No,No,No,No,
1.738632534,No,,No,,Yes,No,No,No,No,Plaid Cymru
1.134992018,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.697497047,No,No,No,,No,No,No,Yes,No,
.5818115740000001,No,Yes,No,No,No,No,No,No,No,
.861686272,No,Yes,No,,No,No,No,No,No,
1.550667971,Yes,No,Yes,,Yes,Yes,Yes,No,No,Plaid Cymru
1.247472803,No,No,No,No,No,No,No,No,Yes,
1.08111029,No,Yes,No,Yes,,No,No,No,No,
.385847264,Yes,Yes,No,,Yes,No,No,No,No,None of these
.621749111,No,Yes,Yes,Yes,,Yes,No,No,No,
.544612675,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.8003471009999999,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
1.443904734,No,Yes,No,,No,No,No,No,No,
1.667651483,No,Yes,No,Yes,No,Yes,No,No,No,
1.1839544,,,,,,No,No,Yes,No,
3.303838264,No,Yes,Yes,Yes,,Yes,No,No,No,
1.858265035,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Don't know
.956694138,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.949153312,No,No,No,No,No,No,No,No,Yes,
.557807717,Yes,,No,,Yes,,No,No,No,Greens
.458171007,Yes,,No,,Yes,No,No,No,No,Plaid Cymru
.642818411,Yes,,Yes,,Yes,Yes,No,No,No,Plaid Cymru
.901888172,,Yes,No,No,,No,No,No,No,
.313151953,No,Yes,Yes,Yes,,Yes,No,No,No,
1.583074973,No,,,No,Yes,,No,No,No,Conservatives
.515974676,,Yes,No,No,No,No,No,No,No,
.847981279,No,No,No,No,No,No,No,No,Yes,
.749753551,Yes,Yes,No,No,Yes,No,No,No,No,Plaid Cymru
.8130167190000001,Yes,Yes,No,,No,,No,No,No,
1.471768559,,Yes,No,No,,No,No,No,No,
.734917321,Yes,Yes,Yes,Yes,,Yes,No,No,No,
.829418401,No,No,No,No,No,No,No,No,Yes,
.521185561,No,,No,No,Yes,No,No,No,No,Labour
1.443207825,Yes,Yes,Yes,No,No,Yes,No,No,No,
1.157517232,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.458370783,Yes,,No,,Yes,,No,No,No,Plaid Cymru
1.754580211,Yes,No,No,,Yes,No,Yes,No,No,Labour
1.181723659,,,,No,Yes,No,No,No,No,None of these
.766089543,No,No,No,No,Yes,No,No,No,No,Don't know
1.192815244,,Yes,No,Yes,No,Yes,No,No,No,
.553494673,No,,No,Yes,Yes,No,No,No,No,Liberal Democrats
1.309801915,No,No,No,No,No,No,No,No,Yes,
1.236833693,No,Yes,No,No,,No,No,No,No,
.851162936,No,Yes,No,Yes,No,,No,No,No,
.886962231,No,No,No,Yes,,No,No,No,No,
.6872884500000001,Yes,No,Yes,No,No,Yes,No,No,No,
.62978455,Yes,Yes,,,Yes,No,No,No,No,Plaid Cymru
.793991064,No,,,No,Yes,No,No,No,No,Labour
.597201925,Yes,Yes,No,,Yes,No,No,No,No,Plaid Cymru
.670764194,,Yes,No,No,No,No,No,No,No,
.460650496,No,No,No,No,Yes,No,No,No,No,Labour
.476508156,No,No,,No,Yes,No,No,No,No,Plaid Cymru
.5641936400000001,Yes,,Yes,No,Yes,,No,No,No,Don't know
.709279581,Yes,,No,Yes,Yes,Yes,No,No,No,Labour
.518997434,Yes,Yes,No,,Yes,,No,No,No,Plaid Cymru
1.104952484,Yes,Yes,Yes,Yes,,Yes,No,No,No,
1.00118583,No,No,Yes,No,,No,No,No,No,
.694800812,Yes,No,,,Yes,,No,No,No,Plaid Cymru
.640030737,No,Yes,No,No,,No,No,No,No,
1.049428498,No,No,No,No,No,No,No,No,Yes,
.696497504,Yes,,No,No,Yes,No,No,No,No,Labour
.405057698,No,Yes,No,No,No,No,No,No,No,
.656628403,No,Yes,No,,No,No,No,No,No,
.7062271,,No,No,No,No,Yes,No,No,No,
3.437536301,No,Yes,No,,,,No,No,No,
.798144932,No,No,No,No,No,No,No,No,Yes,
1.989551664,Yes,Yes,No,No,,No,No,No,No,
1.017983779,No,No,No,No,Yes,No,No,No,No,Plaid Cymru
1.077399394,,No,No,No,Yes,No,Yes,No,No,Don't know
.767411223,Yes,,,,Yes,,No,No,No,Plaid Cymru
1.418217818,No,Yes,No,,,Yes,No,No,No,
.357347897,Yes,,No,No,Yes,No,Yes,No,No,Labour
.924809427,Yes,Yes,No,,Yes,,No,No,No,Plaid Cymru
2.017943541,No,Yes,No,No,,No,No,No,No,
.370928077,Yes,No,,,No,Yes,No,No,No,
1.038180225,Yes,Yes,Yes,Yes,,Yes,No,No,No,
.53075497,No,No,,No,Yes,No,No,No,No,Don't know
.648717604,No,No,No,No,No,No,No,No,Yes,
.507371051,Yes,Yes,No,,Yes,No,No,No,No,Plaid Cymru
.53485665,No,No,No,No,Yes,No,No,No,No,Plaid Cymru
.878631829,No,Yes,,No,,No,No,No,No,
.898173514,No,Yes,No,,,No,No,No,No,
.576207837,No,Yes,No,No,,No,No,No,No,
.501822892,,Yes,No,No,No,No,No,No,No,
1.550456952,No,Yes,,,Yes,No,No,No,No,Plaid Cymru
3.329807606,No,No,No,No,Yes,No,No,No,No,Labour
.953753972,No,Yes,Yes,Yes,,Yes,No,No,No,
3.429582171,Yes,Yes,Yes,No,,Yes,No,No,No,
1.361308852,No,Yes,No,,No,No,No,No,No,
.460827091,Yes,No,,,Yes,,No,No,No,Plaid Cymru
.899150264,No,,No,,Yes,No,No,No,No,Plaid Cymru
.8496235049999999,Yes,No,No,No,No,No,No,No,No,
.346243948,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.933782798,No,No,No,,Yes,Yes,No,No,No,None of these
1.358798631,No,No,No,No,,No,No,No,Yes,
.310436157,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.949153312,No,No,No,No,Yes,No,No,No,No,Plaid Cymru
.9538437239999999,No,,No,No,No,No,No,No,Yes,
2.077948431,Yes,No,No,No,Yes,,No,No,No,Labour
.973985051,No,No,No,No,Yes,No,No,No,No,Don't know
1.366940245,Yes,,,,Yes,Yes,No,No,No,Plaid Cymru
.551965607,No,Yes,Yes,,,Yes,No,No,No,
.874882731,No,Yes,Yes,No,,Yes,No,No,No,
.584778991,No,,,,Yes,,No,No,No,Plaid Cymru
1.536409287,No,No,No,No,No,No,No,No,Yes,
1.052206067,Yes,Yes,,No,No,No,No,No,No,
.826291072,,Yes,Yes,,No,No,No,No,No,
.702074277,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.977916722,No,No,Yes,No,Yes,No,No,No,No,Don't know
1.599275713,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.868270248,Yes,No,No,,No,No,No,No,No,
.7248250040000001,No,Yes,No,Yes,,Yes,No,No,No,
1.005324965,No,,,No,Yes,,No,No,No,Plaid Cymru
1.073954208,No,Yes,No,No,,No,No,No,No,
.99846165,Yes,,,,Yes,,No,No,No,Plaid Cymru
.766436759,Yes,Yes,Yes,Yes,,Yes,No,No,No,
.860642328,,Yes,Yes,Yes,,Yes,No,No,No,
.97437792,Yes,,No,,Yes,No,No,No,No,Labour
.676920314,No,Yes,Yes,Yes,,Yes,No,No,No,
.696497504,Yes,,,,Yes,Yes,No,No,No,Plaid Cymru
1.28621638,No,No,No,No,No,,No,No,Yes,
.600450444,No,No,No,,Yes,No,No,No,No,Plaid Cymru
6.178485879,No,No,No,No,No,No,No,No,Yes,
.416383667,No,No,No,No,,No,No,No,Yes,
.517941018,,Yes,No,Yes,,Yes,No,No,No,
.307843961,Yes,No,,,Yes,,No,No,No,Plaid Cymru
.880576885,No,No,No,No,Yes,,No,No,No,Plaid Cymru
.730833458,No,Yes,No,Yes,,Yes,No,No,No,
2.73737304,Yes,No,No,No,Yes,,No,No,No,Greens
1.28678061,No,Yes,No,No,,No,No,No,No,
.934290255,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.577448141,,Yes,,,Yes,,No,No,No,Liberal Democrats
.826876091,,Yes,Yes,Yes,,Yes,No,No,No,
2.336810146,Yes,,No,,No,No,No,No,No,
.974537998,,Yes,Yes,Yes,,No,No,No,No,
.562262894,No,,No,Yes,Yes,No,No,No,No,Labour
.593791021,Yes,,,,Yes,No,No,No,No,Labour
.929695994,Yes,Yes,No,,Yes,,No,No,No,Greens
.744223547,Yes,,No,,Yes,No,No,No,No,Don't know
.550403824,Yes,No,,Yes,Yes,No,No,No,No,Liberal Democrats
.615967589,No,Yes,Yes,Yes,,Yes,No,No,No,
.639406036,Yes,Yes,No,Yes,Yes,No,No,No,No,Don't know
1.016564046,Yes,Yes,Yes,,No,No,No,No,No,
.860400422,No,No,No,,Yes,,No,No,No,Plaid Cymru
.750067021,,Yes,Yes,Yes,,Yes,No,No,No,
1.967606905,No,Yes,No,No,,No,No,No,No,
.767382105,No,Yes,No,No,No,No,No,No,No,
1.022727193,,No,No,No,No,No,No,Yes,No,
.527976577,Yes,No,No,Yes,Yes,No,No,No,No,Don't know
1.156640468,Yes,Yes,No,,Yes,,No,No,No,Don't know
.283198786,Yes,,,,Yes,,Yes,No,No,Plaid Cymru
.657594098,,,,,,,No,No,Yes,
1.785230184,No,Yes,Yes,Yes,,Yes,No,No,No,
.318613611,Yes,Yes,Yes,Yes,,Yes,No,No,No,
.37141294,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
1.425388775,,Yes,Yes,No,Yes,No,No,No,No,Conservatives
1.209766939,Yes,Yes,Yes,Yes,,Yes,No,No,No,
.99609571,Yes,Yes,No,,Yes,,No,No,No,Plaid Cymru
.817414968,No,Yes,No,No,No,No,No,No,No,
2.678229741,Yes,Yes,No,,,Yes,No,No,No,
1.445092143,Yes,,,,Yes,,No,No,No,Plaid Cymru
1.135788257,No,,No,,Yes,,No,No,No,Plaid Cymru
1.276448486,Yes,,No,,Yes,No,No,No,No,Plaid Cymru
.501641896,Yes,Yes,Yes,No,Yes,No,No,No,No,Don't know
.974210346,No,No,No,No,Yes,No,No,No,No,Don't know
1.219446914,Yes,Yes,No,,Yes,,No,No,No,Don't know
1.236833693,No,No,No,,Yes,No,No,No,No,Labour
.662054672,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
1.937056226,No,Yes,No,No,,Yes,No,No,No,
.84391649,Yes,Yes,Yes,,Yes,,No,No,No,Greens
.45235964,No,No,No,No,,No,No,Yes,No,
.414197195,Yes,,No,,Yes,,No,No,No,Plaid Cymru
1.743556687,No,No,No,No,No,No,No,No,Yes,
.769350754,No,No,No,No,No,No,No,No,Yes,
2.592211351,No,No,No,No,No,No,No,No,Yes,
.761124125,No,Yes,No,Yes,,No,No,No,No,
.774655611,Yes,Yes,No,,Yes,Yes,No,No,No,Plaid Cymru
1.417447517,No,Yes,No,Yes,,No,No,No,No,
.698269404,Yes,Yes,Yes,Yes,,Yes,No,No,No,
1.910393102,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
.744228425,,Yes,No,No,,Yes,No,No,No,
.488250803,No,No,No,No,,No,No,No,Yes,
.599086151,Yes,No,No,Yes,Yes,No,No,No,No,Liberal Democrats
1.676142303,No,No,No,No,No,No,No,No,Yes,
.720766783,No,Yes,No,No,,No,No,No,No,
1.200302256,No,No,No,,Yes,No,No,No,No,Plaid Cymru
1.774626539,Yes,No,No,,Yes,,No,No,No,Greens
1.067983582,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
.659543195,No,No,No,No,No,No,No,No,Yes,
.961847396,Yes,Yes,No,Yes,No,Yes,No,No,No,
1.4060978,Yes,Yes,No,No,,No,No,No,No,
.560654969,,No,No,Yes,No,No,No,No,No,
1.291555447,Yes,Yes,No,,Yes,No,No,No,No,Plaid Cymru
1.149688919,Yes,,No,No,Yes,,No,No,No,Greens
.812978697,Yes,Yes,Yes,,Yes,,No,No,No,Plaid Cymru
1.443173721,Yes,No,No,No,Yes,,No,No,No,Greens
.897701288,No,Yes,,,Yes,No,No,No,No,Plaid Cymru
2.114406638,No,No,No,No,No,No,No,No,Yes,
1.041092797,No,Yes,No,No,,No,No,No,No,
.742132766,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.517349273,No,Yes,No,No,,No,No,No,No,
.865498934,No,No,No,No,No,No,No,No,Yes,
1.848884865,No,No,No,Yes,Yes,No,No,No,No,Don't know
1.480556228,Yes,Yes,No,,Yes,,No,No,No,Plaid Cymru
.637714577,Yes,No,No,,Yes,,No,No,No,Greens
.5910790460000001,Yes,No,No,,No,No,No,No,No,
1.0271449,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
.556828522,No,No,No,,Yes,No,No,No,No,Plaid Cymru
.940582761,,Yes,Yes,Yes,,Yes,No,No,No,
1.072507384,No,,,,Yes,,No,No,No,Conservatives
1.186262054,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
.8814306200000001,No,No,No,No,No,No,No,No,Yes,
1.189580859,Yes,Yes,Yes,,,Yes,No,No,No,
.630362475,No,,No,No,Yes,No,No,No,No,Plaid Cymru
.422885176,Yes,No,No,No,,No,No,No,No,
.5641936400000001,No,No,No,,Yes,No,No,No,No,Plaid Cymru
.826567163,No,No,No,No,No,No,No,No,Yes,
.923227302,Yes,,No,,Yes,No,No,No,No,Plaid Cymru
.352189131,Yes,Yes,No,,Yes,No,No,No,No,Plaid Cymru
1.737404587,Yes,Yes,Yes,No,No,,No,No,No,
.809189617,Yes,No,No,No,Yes,,No,No,No,Plaid Cymru
.626964679,No,Yes,No,,No,No,No,No,No,
.645443,Yes,No,,,Yes,No,No,No,No,None of these
.400393909,Yes,,,,Yes,,No,No,No,Labour
.65581676,Yes,,No,No,No,No,No,No,No,
1.318922499,No,Yes,Yes,,No,Yes,No,No,No,
.526488573,Yes,No,No,,Yes,,No,No,No,Don't know
1.400053319,,Yes,No,Yes,,No,No,No,No,
1.660709401,No,Yes,No,No,,Yes,No,No,No,
.74562914,No,No,No,,Yes,No,No,No,No,Labour
1.178313772,,Yes,Yes,Yes,,Yes,No,No,No,
.6061104980000001,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
.700737514,Yes,No,No,,Yes,,No,No,No,Greens
2.40935569,No,No,No,No,Yes,No,No,No,No,Conservatives
.847962171,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
2.48663288,Yes,No,No,,Yes,Yes,No,No,No,Plaid Cymru
.427081748,Yes,Yes,No,No,,No,No,No,No,
1.052941627,No,No,No,No,Yes,,No,No,No,Greens
.940814819,No,,No,No,No,No,No,Yes,No,
.784004813,,Yes,Yes,,,Yes,No,No,No,
.454662868,Yes,,Yes,,Yes,,No,No,No,Greens
1.072725379,,Yes,No,No,No,No,No,No,No,
.899644745,Yes,,Yes,,Yes,,No,No,No,Plaid Cymru
2.469789244,No,No,No,No,Yes,No,No,No,No,Don't know
1.493882171,,Yes,No,No,,Yes,No,No,No,
.475033744,Yes,,No,No,No,No,No,No,No,
2.603095609,,Yes,No,No,No,No,No,No,No,
2.317247875,Yes,No,No,,Yes,No,No,No,No,Greens
1.081430322,No,No,No,No,No,No,No,Yes,No,
.929695994,No,No,No,No,No,No,No,No,Yes,
.720524273,No,Yes,Yes,Yes,,Yes,Yes,No,No,
.867812802,No,No,No,No,No,No,No,No,Yes,
1.365312712,Yes,Yes,No,No,,No,No,No,No,
1.887931567,No,No,No,No,,Yes,No,No,No,
1.454713287,Yes,Yes,Yes,,No,No,No,No,No,
2.195411316,Yes,Yes,Yes,No,Yes,,No,No,No,Plaid Cymru
.506581763,No,No,No,,Yes,No,No,No,No,Plaid Cymru
1.041629654,No,No,,Yes,Yes,,No,No,No,Labour
.77725837,Yes,Yes,,,Yes,,No,No,No,Greens
.446309917,Yes,No,No,No,Yes,,No,No,No,Plaid Cymru
.49062277,No,No,No,No,Yes,,No,No,No,Greens
1.44083333,No,Yes,Yes,Yes,,Yes,No,No,No,
.415385221,,Yes,Yes,Yes,,Yes,No,No,No,
.491246325,No,No,No,No,No,No,No,No,Yes,
.4862106,Yes,No,,,Yes,No,No,No,No,Plaid Cymru
1.546359106,No,No,Yes,No,No,,No,No,No,
.975536823,No,Yes,No,,No,No,No,No,No,
1.990568824,Yes,,No,No,No,No,No,No,No,
1.096483811,No,Yes,No,No,,No,No,No,No,
1.669933295,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.832607497,Yes,No,No,No,Yes,,No,No,No,Greens
.309545723,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
.73695753,No,Yes,Yes,,Yes,No,No,No,No,Plaid Cymru
.438315374,Yes,,No,,Yes,,No,No,No,Plaid Cymru
.698878917,No,Yes,No,No,,Yes,No,No,No,
.781179672,No,,No,,No,Yes,No,No,No,
.610575983,No,No,No,No,,No,No,Yes,No,
1.26738993,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
.659483581,,No,No,,Yes,,No,No,No,Greens
2.195411316,Yes,Yes,No,,Yes,,No,No,No,Plaid Cymru
2.066852427,No,No,,,Yes,No,No,No,No,Labour
5.443104417,Yes,Yes,No,No,,No,No,No,No,
.668120106,No,No,,No,Yes,No,No,No,No,Conservatives
.870893856,No,Yes,No,No,,No,No,No,No,
.713689275,Yes,Yes,Yes,Yes,,Yes,Yes,No,No,
2.388806012,Yes,Yes,No,No,,No,No,No,No,
.677195698,,Yes,No,Yes,Yes,No,No,No,No,Don't know
.480565172,Yes,No,No,No,Yes,No,No,No,No,Don't know
.9101156,No,No,No,No,Yes,Yes,No,No,No,Don't know
3.396693414,Yes,,,,Yes,,No,No,No,Plaid Cymru
1.279260682,No,No,No,No,Yes,No,No,No,No,Don't know
.687681995,No,No,No,,Yes,No,No,No,No,Liberal Democrats
.98304348,Yes,Yes,Yes,No,,Yes,No,No,No,
1.564810655,No,No,No,No,No,No,No,No,Yes,
1.701615203,Yes,Yes,,,Yes,,No,No,No,Plaid Cymru
1.193327619,Yes,Yes,No,,No,No,No,No,No,
.692803598,Yes,,,,Yes,,No,No,No,Greens
2.195411316,No,No,No,,Yes,,No,No,No,Plaid Cymru
.369730938,Yes,Yes,,,Yes,No,No,No,No,Plaid Cymru
.878591568,No,No,No,No,No,No,No,Yes,No,
.970728379,No,Yes,Yes,Yes,,Yes,No,No,No,
1.605403937,No,Yes,No,Yes,,Yes,No,No,No,
1.04627568,No,,No,No,Yes,No,No,No,No,Plaid Cymru
1.340659876,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
.731800989,Yes,Yes,No,,Yes,,No,No,No,Plaid Cymru
1.636505606,No,No,No,No,No,No,No,No,Yes,
1.174252905,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.538049985,No,,No,No,Yes,No,No,No,No,Don't know
1.222317308,No,No,No,,Yes,No,No,No,No,Plaid Cymru
3.891409442,Yes,No,,,Yes,,No,No,No,Don't know
1.282998619,No,,No,No,Yes,,No,No,No,Don't know
.812783619,Yes,,No,,Yes,No,No,No,No,Labour
.52672159,No,Yes,No,,No,No,No,No,No,
.708123696,No,Yes,No,,Yes,No,No,No,No,Conservatives
.602065745,No,No,No,,Yes,No,No,No,No,Plaid Cymru
2.107935019,Yes,Yes,,,Yes,,No,No,No,Plaid Cymru
.436336945,No,Yes,No,,Yes,No,No,No,No,Plaid Cymru
.963084414,,Yes,No,No,,No,No,No,No,
1.26243757,Yes,No,,,Yes,No,No,No,No,Plaid Cymru
.912272275,Yes,,No,,,,No,No,No,
3.288482976,No,No,No,,Yes,No,No,No,No,Plaid Cymru
1.136027243,Yes,No,,,No,No,No,No,No,
1.737227777,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
.565014306,No,No,No,No,Yes,,No,No,No,Greens
2.131908614,No,Yes,No,No,No,No,No,No,No,
.472988219,No,Yes,Yes,No,No,Yes,No,No,No,
1.882803535,Yes,No,,,Yes,,No,No,No,Plaid Cymru
1.910393102,Yes,,,,Yes,,No,No,No,Liberal Democrats
.501069446,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.562697168,,Yes,Yes,Yes,,Yes,No,No,No,
1.700690975,Yes,No,,,Yes,,No,No,No,Greens
2.917680554,Yes,,,,Yes,Yes,No,No,No,Liberal Democrats
.527027539,No,,,,Yes,,No,No,No,Plaid Cymru
1.518215339,No,No,No,No,Yes,No,No,No,No,Don't know
.340029854,Yes,,,,Yes,,No,No,No,Conservatives
2.012713631,No,No,No,No,No,No,No,No,Yes,
.949153312,Yes,,No,No,Yes,No,No,No,No,Liberal Democrats
.539245607,No,No,No,,Yes,,No,No,No,Plaid Cymru
.815539329,,No,No,,Yes,No,No,No,No,Liberal Democrats
1.358918699,Yes,Yes,,,Yes,No,No,No,No,Plaid Cymru
1.368718129,No,No,No,,Yes,,No,No,No,Plaid Cymru
2.179496749,No,No,No,,Yes,No,No,No,No,Plaid Cymru
1.950417785,No,No,No,No,No,No,No,No,Yes,
1.279955886,No,No,No,No,Yes,No,No,No,No,Don't know
1.575527292,No,No,No,No,No,No,No,No,Yes,
1.922382276,No,,No,,Yes,,No,No,No,Labour
1.025050186,No,,No,No,No,No,No,Yes,No,
1.963681784,No,,No,,Yes,,No,No,No,Plaid Cymru
1.343418363,Yes,,No,No,Yes,,No,No,No,Greens
2.669688452,No,No,No,No,No,No,No,No,Yes,
1.773402675,No,No,No,No,No,No,No,No,Yes,
1.61906575,No,No,Yes,No,,No,No,No,No,
